Technology,Delay_Years,Total_Duration_Years,WACC,WACC_Pct,Capex_Total_kW,LCOE_Capital,LCOE_Fixed_OM,LCOE_Var_Fuel,LCOE_Total
Gen-III+,5.0,12.0,0.1,10.0%,14682.142803084165,191.08709290839056,14.269406392694064,10.5,215.85649930108463
Gen-III+,6.0,13.0,0.04,4.0%,10606.77645054332,60.818686426448146,14.269406392694064,10.5,85.5880928191422
Gen-III+,6.0,13.0,0.055,5.5%,11696.59521320221,86.9522612110966,14.269406392694064,10.5,111.72166760379066
Gen-III+,6.0,13.0,0.07,7.0%,12898.894337781248,119.18563894338219,14.269406392694064,10.5,143.95504533607624
Gen-III+,6.0,13.0,0.085,8.5%,14224.953290562124,158.03238616218596,14.269406392694064,10.5,182.80179255488002
Gen-III+,6.0,13.0,0.1,10.0%,15687.11825648766,204.16678028173675,14.269406392694064,10.5,228.93618667443081
Gen-III+,7.0,14.0,0.04,4.0%,10975.164698580127,62.93100485278694,14.269406392694064,10.5,87.700411245481
Gen-III+,7.0,14.0,0.055,5.5%,12198.874289423498,90.68619408988559,14.269406392694064,10.5,115.45560048257965
Gen-III+,7.0,14.0,0.07,7.0%,13561.054083559307,125.30398756431681,14.269406392694064,10.5,150.07339395701086
Gen-III+,7.0,14.0,0.085,8.5%,15077.068535987346,167.4989765100832,14.269406392694064,10.5,192.26838290277726
Gen-III+,7.0,14.0,0.1,10.0%,16763.906115408787,218.1811012429159,14.269406392694064,10.5,242.95050763560997
Gen-III+,8.0,15.0,0.04,4.0%,11354.979499378287,65.10884251888425,14.269406392694064,10.5,89.87824891157831
Gen-III+,8.0,15.0,0.055,5.5%,12721.88460171891,94.57424257424086,14.269406392694064,10.5,119.34364896693492
Gen-III+,8.0,15.0,0.07,7.0%,14257.260590107679,131.73692787273248,14.269406392694064,10.5,156.50633426542655
Gen-III+,8.0,15.0,0.085,8.5%,15981.626886655933,177.54818452217074,14.269406392694064,10.5,202.3175909148648
Gen-III+,8.0,15.0,0.1,10.0%,17917.90363554323,233.20030070879093,14.269406392694064,10.5,257.969707101485
Gen-III+,9.0,16.0,0.04,4.0%,11746.580232462991,67.3542600876335,14.269406392694064,10.5,92.12366648032757
Gen-III+,9.0,16.0,0.055,5.5%,13266.50755787943,98.62295903252925,14.269406392694064,10.5,123.39236542522332
Gen-III+,9.0,16.0,0.07,7.0%,14989.334855478566,138.50128587019825,14.269406392694064,10.5,163.2706922628923
Gen-III+,9.0,16.0,0.085,8.5%,16942.007014095398,188.21754561333853,14.269406392694064,10.5,212.9869520060326
Gen-III+,9.0,16.0,0.1,10.0%,19154.93042865764,249.30012053184615,14.269406392694064,10.5,274.0695269245402
Gen-III+,10.0,17.0,0.04,4.0%,12150.337877016966,69.66938473374138,14.269406392694064,10.5,94.43879112643545
Gen-III+,10.0,17.0,0.055,5.5%,13833.663250592605,102.83918341588594,14.269406392694064,10.5,127.60858980858
Gen-III+,10.0,17.0,0.07,7.0%,15759.198805775355,145.61482013234357,14.269406392694064,10.5,170.38422652503763
Gen-III+,10.0,17.0,0.085,8.5%,17961.813719559137,199.54710739091988,14.269406392694064,10.5,224.31651378361394
Gen-III+,10.0,17.0,0.1,10.0%,20481.26254255942,266.5622430486829,14.269406392694064,10.5,291.33164944137695
SMR,0.0,4.0,0.04,4.0%,9740.064022940722,63.8363974525522,16.215234537152345,12.0,92.05163198970455
SMR,0.0,4.0,0.055,5.5%,10028.088903019958,81.07019817445088,16.215234537152345,12.0,109.28543271160322
SMR,0.0,4.0,0.07,7.0%,10321.949856803249,100.43593947895872,16.215234537152345,12.0,128.65117401611104
SMR,0.0,4.0,0.085,8.5%,10621.716890864478,121.77882964504866,16.215234537152345,12.0,149.99406418220102
SMR,0.0,4.0,0.1,10.0%,10927.460271703729,144.95585414340889,16.215234537152345,12.0,173.17108868056124
SMR,1.0,5.0,0.04,4.0%,10084.849802401844,66.09612408287295,16.215234537152345,12.0,94.31135862002529
SMR,1.0,5.0,0.055,5.5%,10460.277164172678,84.56414286512576,16.215234537152345,12.0,112.7793774022781
SMR,1.0,5.0,0.07,7.0%,10846.54144756349,105.5403867967336,16.215234537152345,12.0,133.75562133388593
SMR,1.0,5.0,0.085,8.5%,11243.868955709222,128.91185259195166,16.215234537152345,12.0,157.127087129104
SMR,1.0,5.0,0.1,10.0%,11652.488824488819,154.57356315667957,16.215234537152345,12.0,182.78879769383192
SMR,2.0,6.0,0.04,4.0%,10440.22966760326,68.42528437054656,16.215234537152345,12.0,96.6405189076989
SMR,2.0,6.0,0.055,5.5%,10910.012051378098,88.19993995311606,16.215234537152345,12.0,116.4151744902684
SMR,2.0,6.0,0.07,7.0%,11397.477636381418,110.90117564811665,16.215234537152345,12.0,139.116410185269
SMR,2.0,6.0,0.085,8.5%,11903.159127276695,136.4706668886332,16.215234537152345,12.0,164.68590142578554
SMR,2.0,6.0,0.1,10.0%,12427.600880166692,164.8556440148076,16.215234537152345,12.0,193.07087855195996
SMR,3.0,7.0,0.04,4.0%,10806.534025954466,70.82604380634025,16.215234537152345,12.0,99.04127834349259
SMR,3.0,7.0,0.055,5.5%,11378.029414221659,91.98353827596151,16.215234537152345,12.0,120.19877281311385
SMR,3.0,7.0,0.07,7.0%,11976.140987304147,116.5317588323258,16.215234537152345,12.0,144.74699336947816
SMR,3.0,7.0,0.085,8.5%,12601.923065295337,144.48205105979892,16.215234537152345,12.0,172.69728559695128
SMR,3.0,7.0,0.1,10.0%,13256.463279387888,175.85073839713027,16.215234537152345,12.0,204.06597293428263
SMR,4.0,8.0,0.04,4.0%,11184.103059786215,73.3006319458731,16.215234537152345,12.0,101.51586648302545
SMR,4.0,8.0,0.055,5.5%,11865.095440110184,95.92113193161146,16.215234537152345,12.0,124.1363664687638
SMR,4.0,8.0,0.07,7.0%,12583.986844455041,122.44629732246437,16.215234537152345,12.0,150.66153185961673
SMR,4.0,8.0,0.085,8.5%,13342.645667885987,152.9744946602028,16.215234537152345,12.0,181.18972919735515
SMR,4.0,8.0,0.1,10.0%,14143.018011402319,187.6111379070519,16.215234537152345,12.0,215.82637244420425
SMR,5.0,9.0,0.04,4.0%,11573.287745961185,75.85134909214615,16.215234537152345,12.0,104.06658362929849
SMR,5.0,9.0,0.055,5.5%,12372.009359083384,100.01918214496455,16.215234537152345,12.0,128.2344166821169
SMR,5.0,9.0,0.07,7.0%,13222.549665223196,128.65972188952057,16.215234537152345,12.0,156.87495642667292
SMR,5.0,9.0,0.085,8.5%,14127.974566268753,161.9783529925355,16.215234537152345,12.0,190.19358752968785
SMR,5.0,9.0,0.1,10.0%,15091.50880567335,200.19313681733314,16.215234537152345,12.0,228.4083713544855
SMR,6.0,10.0,0.04,4.0%,11974.450333509018,78.48056942596342,16.215234537152345,12.0,106.69580396311576
SMR,6.0,10.0,0.055,5.5%,12899.605161642849,104.28443115533415,16.215234537152345,12.0,132.49966569248647
SMR,6.0,10.0,0.07,7.0%,13893.447885953607,135.1877804471204,16.215234537152345,12.0,163.40301498427274
SMR,6.0,10.0,0.085,8.5%,14960.731806818783,171.52598104312358,16.215234537152345,12.0,199.74121558027593
SMR,6.0,10.0,0.1,10.0%,16106.506013262871,213.65736212870777,16.215234537152345,12.0,241.87259666586013
SMR,7.0,11.0,0.04,4.0%,12387.96472593585,81.19074351158919,16.215234537152345,12.0,109.40597804874153
SMR,7.0,11.0,0.055,5.5%,13448.753178163184,108.72391498490043,16.215234537152345,12.0,136.9391495220528
SMR,7.0,11.0,0.07,7.0%,14598.388706890186,142.04708461058405,16.215234537152345,12.0,170.2623191477364
SMR,7.0,11.0,0.085,8.5%,15843.925799051352,181.65187046652986,16.215234537152345,12.0,209.8671050036822
SMR,7.0,11.0,0.1,10.0%,17192.93273943267,228.06912022623837,16.215234537152345,12.0,256.28435476339075
SMR,8.0,12.0,0.04,4.0%,12814.216855655526,83.98440075077094,16.215234537152345,12.0,112.19963528792329
SMR,8.0,12.0,0.055,5.5%,14020.36168922481,113.34497645714302,16.215234537152345,12.0,141.56021099429537
SMR,8.0,12.0,0.07,7.0%,15339.173083325626,149.25515826244256,16.215234537152345,12.0,177.47039279959492
SMR,8.0,12.0,0.085,8.5%,16780.76398887643,192.39279488542562,16.215234537152345,12.0,220.60802942257797
SMR,8.0,12.0,0.1,10.0%,18356.09295566988,243.49876979329272,16.215234537152345,12.0,271.71400433044505
SMR,9.0,13.0,0.04,4.0%,13253.605069394493,86.86415190868367,16.215234537152345,12.0,115.07938644583601
SMR,9.0,13.0,0.055,5.5%,14615.3786058545,118.15527878042943,16.215234537152345,12.0,146.37051331758178
SMR,9.0,13.0,0.07,7.0%,16117.700998218399,156.83048885672108,16.215234537152345,12.0,185.04572339387343
SMR,9.0,13.0,0.085,8.5%,17774.666405271204,203.78796520426948,16.215234537152345,12.0,232.00319974142184
SMR,9.0,13.0,0.1,10.0%,19601.70189480385,260.0221250113739,16.215234537152345,12.0,288.23735954852623
SMR,10.0,14.0,0.04,4.0%,13706.540528543504,89.83269173783573,16.215234537152345,12.0,118.04792627498807
SMR,10.0,14.0,0.055,5.5%,15234.793230230247,123.16281978210247,16.215234537152345,12.0,151.37805431925483
SMR,10.0,14.0,0.07,7.0%,16935.97704553108,164.79258174664244,16.215234537152345,12.0,193.0078162837948
SMR,10.0,14.0,0.085,8.5%,18829.280162590527,215.879195879451,16.215234537152345,12.0,244.09443041660336
SMR,10.0,14.0,0.1,10.0%,20935.91894956029,277.72089196875487,16.215234537152345,12.0,305.9361265059072
20-yr LTO,0.0,2.0,0.04,4.0%,1248.2399769275137,12.335170874629835,18.13053988718775,10.0,40.46571076181759
20-yr LTO,0.0,2.0,0.055,5.5%,1266.4536687143354,14.232607375543761,18.13053988718775,10.0,42.363147262731516
20-yr LTO,0.0,2.0,0.07,7.0%,1284.734789752344,16.28658012474754,18.13053988718775,10.0,44.417120011935296
20-yr LTO,0.0,2.0,0.085,8.5%,1303.0832993327786,18.49289308485158,18.13053988718775,10.0,46.62343297203933
20-yr LTO,0.0,2.0,0.1,10.0%,1321.499148694391,20.846467115616683,18.13053988718775,10.0,48.977007002804434
20-yr LTO,1.0,3.0,0.04,4.0%,1292.2680912163266,12.770258937084813,18.13053988718775,10.0,40.90079882427256
20-yr LTO,1.0,3.0,0.055,5.5%,1320.7341773251999,14.84262034821534,18.13053988718775,10.0,42.97316023540309
20-yr LTO,1.0,3.0,0.07,7.0%,1349.5380476873765,17.10809088410593,18.13053988718775,10.0,45.238630771293685
20-yr LTO,1.0,3.0,0.085,8.5%,1378.6809959590216,19.5657486128796,18.13053988718775,10.0,47.696288500067354
20-yr LTO,1.0,3.0,0.1,10.0%,1408.1643087111975,22.21359808209892,18.13053988718775,10.0,50.34413796928667
20-yr LTO,2.0,4.0,0.04,4.0%,1337.6354591505258,13.218581572110503,18.13053988718775,10.0,41.34912145929825
20-yr LTO,2.0,4.0,0.055,5.5%,1377.190876014741,15.477089690456125,18.13053988718775,10.0,43.60762957764388
20-yr LTO,2.0,4.0,0.07,7.0%,1417.5477803343128,17.970250116386477,18.13053988718775,10.0,46.10079000357423
20-yr LTO,2.0,4.0,0.085,8.5%,1458.7157863453883,20.70157379185429,18.13053988718775,10.0,48.83211367904204
20-yr LTO,2.0,4.0,0.1,10.0%,1500.7045439806457,23.67340755176216,18.13053988718775,10.0,51.80394743894991
20-yr LTO,3.0,5.0,0.04,4.0%,1384.3898907730613,13.680611240980548,18.13053988718775,10.0,41.8111511281683
20-yr LTO,3.0,5.0,0.055,5.5%,1435.9263890391392,16.137168709948437,18.13053988718775,10.0,44.26770859713619
20-yr LTO,3.0,5.0,0.07,7.0%,1488.9505172681575,18.87542245660426,18.13053988718775,10.0,47.00596234379201
20-yr LTO,3.0,5.0,0.085,8.5%,1543.4933410464546,21.904706589185615,18.13053988718775,10.0,50.035246476373366
20-yr LTO,3.0,5.0,0.1,10.0%,1599.5863148230958,25.233253871933936,18.13053988718775,10.0,53.36379375912169
20-yr LTO,4.0,5.0,0.04,4.0%,1384.3898907730613,13.680611240980548,18.13053988718775,10.0,41.8111511281683
20-yr LTO,4.0,5.0,0.055,5.5%,1435.9263890391392,16.137168709948437,18.13053988718775,10.0,44.26770859713619
20-yr LTO,4.0,5.0,0.07,7.0%,1488.9505172681575,18.87542245660426,18.13053988718775,10.0,47.00596234379201
20-yr LTO,4.0,5.0,0.085,8.5%,1543.4933410464546,21.904706589185615,18.13053988718775,10.0,50.035246476373366
20-yr LTO,4.0,5.0,0.1,10.0%,1599.5863148230958,25.233253871933936,18.13053988718775,10.0,53.36379375912169
20-yr LTO,5.0,5.0,0.04,4.0%,1384.3898907730613,13.680611240980548,18.13053988718775,10.0,41.8111511281683
20-yr LTO,5.0,5.0,0.055,5.5%,1435.9263890391392,16.137168709948437,18.13053988718775,10.0,44.26770859713619
20-yr LTO,5.0,5.0,0.07,7.0%,1488.9505172681575,18.87542245660426,18.13053988718775,10.0,47.00596234379201
20-yr LTO,5.0,5.0,0.085,8.5%,1543.4933410464546,21.904706589185615,18.13053988718775,10.0,50.035246476373366
20-yr LTO,5.0,5.0,0.1,10.0%,1599.5863148230958,25.233253871933936,18.13053988718775,10.0,53.36379375912169
20-yr LTO,6.0,5.0,0.04,4.0%,1384.3898907730613,13.680611240980548,18.13053988718775,10.0,41.8111511281683
20-yr LTO,6.0,5.0,0.055,5.5%,1435.9263890391392,16.137168709948437,18.13053988718775,10.0,44.26770859713619
20-yr LTO,6.0,5.0,0.07,7.0%,1488.9505172681575,18.87542245660426,18.13053988718775,10.0,47.00596234379201
20-yr LTO,6.0,5.0,0.085,8.5%,1543.4933410464546,21.904706589185615,18.13053988718775,10.0,50.035246476373366
20-yr LTO,6.0,5.0,0.1,10.0%,1599.5863148230958,25.233253871933936,18.13053988718775,10.0,53.36379375912169
20-yr LTO,7.0,5.0,0.04,4.0%,1384.3898907730613,13.680611240980548,18.13053988718775,10.0,41.8111511281683
20-yr LTO,7.0,5.0,0.055,5.5%,1435.9263890391392,16.137168709948437,18.13053988718775,10.0,44.26770859713619
20-yr LTO,7.0,5.0,0.07,7.0%,1488.9505172681575,18.87542245660426,18.13053988718775,10.0,47.00596234379201
20-yr LTO,7.0,5.0,0.085,8.5%,1543.4933410464546,21.904706589185615,18.13053988718775,10.0,50.035246476373366
20-yr LTO,7.0,5.0,0.1,10.0%,1599.5863148230958,25.233253871933936,18.13053988718775,10.0,53.36379375912169
20-yr LTO,8.0,5.0,0.04,4.0%,1384.3898907730613,13.680611240980548,18.13053988718775,10.0,41.8111511281683
20-yr LTO,8.0,5.0,0.055,5.5%,1435.9263890391392,16.137168709948437,18.13053988718775,10.0,44.26770859713619
20-yr LTO,8.0,5.0,0.07,7.0%,1488.9505172681575,18.87542245660426,18.13053988718775,10.0,47.00596234379201
20-yr LTO,8.0,5.0,0.085,8.5%,1543.4933410464546,21.904706589185615,18.13053988718775,10.0,50.035246476373366
20-yr LTO,8.0,5.0,0.1,10.0%,1599.5863148230958,25.233253871933936,18.13053988718775,10.0,53.36379375912169
20-yr LTO,9.0,5.0,0.04,4.0%,1384.3898907730613,13.680611240980548,18.13053988718775,10.0,41.8111511281683
20-yr LTO,9.0,5.0,0.055,5.5%,1435.9263890391392,16.137168709948437,18.13053988718775,10.0,44.26770859713619
20-yr LTO,9.0,5.0,0.07,7.0%,1488.9505172681575,18.87542245660426,18.13053988718775,10.0,47.00596234379201
20-yr LTO,9.0,5.0,0.085,8.5%,1543.4933410464546,21.904706589185615,18.13053988718775,10.0,50.035246476373366
20-yr LTO,9.0,5.0,0.1,10.0%,1599.5863148230958,25.233253871933936,18.13053988718775,10.0,53.36379375912169
20-yr LTO,10.0,5.0,0.04,4.0%,1384.3898907730613,13.680611240980548,18.13053988718775,10.0,41.8111511281683
20-yr LTO,10.0,5.0,0.055,5.5%,1435.9263890391392,16.137168709948437,18.13053988718775,10.0,44.26770859713619
20-yr LTO,10.0,5.0,0.07,7.0%,1488.9505172681575,18.87542245660426,18.13053988718775,10.0,47.00596234379201
20-yr LTO,10.0,5.0,0.085,8.5%,1543.4933410464546,21.904706589185615,18.13053988718775,10.0,50.035246476373366
20-yr LTO,10.0,5.0,0.1,10.0%,1599.5863148230958,25.233253871933936,18.13053988718775,10.0,53.36379375912169
